Deficit,SNOMEDCT_CONCEPTID,CTV3,Provenance,Codedescription,TimeConstraintyears,AgeLimit,Otherinstructions,new_descriptions
Cancer,187978005,B308D,,Malig neop phalanges of foot,,,,Malignant neoplasm of phalanges of foot
Cancer,712525007,B308z,,Malig neop short bone leg NOS,,,,Malignant neoplasm of short bone of lower limb
Cancer,109348004,B309.,,Malig neop ovlap bone/car lim,,,,Overlapping malignant neoplasm of bone and articular cartilage of limbs
Cancer,109347009,B30W.00,mar-cancer,malignant neoplasm/overlap lesion/bone+articulr cartilage,,,,Overlapping malignant neoplasm of bone and articular cartilage
Cancer,307576001,B30z000,mar-cancer,osteosarcoma,,,,Osteosarcoma of bone
Cancer,269469005,B31..00,mar-cancer,malignant neoplasm of connective and other soft tissue,,,,Malignant neoplasm of soft tissue
Cancer,302816009,B310.,,Malig neop soft tiss head/neck,,,,"Malignant tumour of soft tissue of head, face and neck"
Cancer,363439008,B3100,,Malig neop soft tissue of head,,,,Malignant tumour of soft tissue of head
Cancer,363440005,B3101,,Malig neop soft tissue of face,,,,Malignant tumor of soft tissue of face
Cancer,363441009,B3102,,Malig neop soft tissue of neck,,,,Malignant tumour of soft tissue of neck
Cancer,187987001,B310300,mar-cancer,malignant neoplasm of cartilage of ear,,,,Malignant neoplasm of cartilage of ear
Cancer,187988006,B3104,,Malig neop tarsus of eyelid,,,,Malignant neoplasm of tarsus of eyelid
Cancer,187989003,B3105,,"Malignancy, soft tiss-Cx spine",,,,Malignant neoplasm soft tissues of cervical spine
Cancer,187991006,B311.,,Malig neop soft tis arm/should,,,,Malignant neoplasm of connective and soft tissue of upper limb and shoulder
Cancer,187992004,B311000,mar-cancer,malignant neoplasm of connective and soft tissue of shoulder,,,,Malignant neoplasm of connective and soft tissue of shoulder
Cancer,187993009,B3111,,Malig neop soft tiss upper arm,,,,"Malignant neoplasm of connective and soft tissue, upper arm"
Cancer,187994003,B3112,,Malig neop soft tiss fore-arm,,,,Malignant neoplasm of connective and soft tissue of fore-arm
Cancer,187995002,B3113,,Malig neop soft tissue hand,,,,Malignant neoplasm of connective and soft tissue of hand
Cancer,187996001,B311400,mar-cancer,malignant neoplasm of connective and soft tissue of finger,,,,Malignant neoplasm of connective and soft tissue of finger
Cancer,187997005,B3115,,Malig neop soft tissue thumb,,,,Malignant neoplasm of connective and soft tissue of thumb
Cancer,187999008,B312.00,mar-cancer,malig neop of connective and soft tissue of hip and leg,,,,Malignant neoplasm of connective and soft tissue of hip and lower limb
Cancer,188001003,B3121,,Malig neop tis thigh/upper leg,,,,Malignant neoplasm of connective and soft tissue of thigh and upper leg
Cancer,188002005,B312200,mar-cancer,malig neop connective and soft tissue of popliteal space,,,,Malignant neoplasm of connective and soft tissue of popliteal space
Cancer,188003000,B312300,mar-cancer,malig neop of connective and soft tissue of lower leg,,,,Malignant neoplasm of connective and soft tissue of lower leg
Cancer,188004006,B312400,mar-cancer,malignant neoplasm of connective and soft tissue of foot,,,,Malignant neoplasm of connective and soft tissue of foot
Cancer,188005007,B3125,,Malig neop soft tissue toe,,,,Malignant neoplasm of connective and soft tissue of toe
Cancer,188006008,B3126,,Malig neop soft tiss great toe,,,,Malignant neoplasm of connective and soft tissue of great toe
Cancer,188010006,B313000,mar-cancer,malignant neoplasm of connective and soft tissue of axilla,,,,Malignant neoplasm of connective and soft tissue of axilla
Cancer,93772000,B313100,mar-cancer,malignant neoplasm of diaphragm,,,,Malignant neoplasm of diaphragm
Cancer,93817006,B313200,mar-cancer,malignant neoplasm of great vessels,,,,Malignant neoplasm of great vessels
Cancer,188013008,B3133,,"Malignancy, soft tiss-th spine",,,,Malignant neoplasm of connective and soft tissues of thoracic spine
Cancer,363365008,B313z,,Malig neop soft tis thorax NOS,,,,Malignant tumor of soft tissue of thorax
Cancer,188015001,B314.,,Malig neop soft tissue abdomen,,,,Malignant neoplasm of connective and soft tissue of abdomen
Cancer,188016000,B314000,mar-cancer,malig neop of connective and soft tissue of abdominal wall,,,,Malignant neoplasm of connective and soft tissue of abdominal wall
Cancer,188017009,B3141,,"Malignancy, soft tiss-lu spine",,,,Malignant neoplasm of connective and soft tissues of lumbar spine
Cancer,188019007,B315.00,mar-cancer,malignant neoplasm of connective and soft tissue of pelvis,,,,Malignant neoplasm of connective and soft tissue of pelvis
Cancer,188020001,B3150,,Malig neop soft tissue buttock,,,,Malignant neoplasm of connective and soft tissue of buttock
Cancer,188021002,B3151,,Malig neop tis inguinal region,,,,Malignant neoplasm of connective and soft tissue of inguinal region
Cancer,188022009,B315200,mar-cancer,malignant neoplasm of connective and soft tissue of perineum,,,,Malignant neoplasm of connective and soft tissue of perineum
Cancer,188023004,B3153,,"Malignancy, soft tiss-sac+cocc",,,,Malignant neoplasm of connective and soft tissue of sacrum or coccyx
Cancer,363366009,B315z00,mar-cancer,malig neop of connective and soft tissue of pelvis nos,,,,Malignant tumour of soft tissue of pelvis
Cancer,188029000,B31z0,,Kaposi's sarc of soft tissue,,,,Kaposi's sarcoma of soft tissue
Cancer,93655004,B32..,,MM-Malignant melanoma of skin,,,,Malignant melanoma of skin
Cancer,188030005,B320.00,mar-cancer,malignant melanoma of lip,,,,Malignant melanoma of lip
Cancer,231834005,B321.00,mar-cancer,malignant melanoma of eyelid including canthus,,,,Malignant melanoma of eyelid
Cancer,188032002,B322.00,mar-cancer,malignant melanoma of ear and external auricular canal,,,,Malignant melanoma of ear and external auricular canal
Cancer,188033007,B322000,mar-cancer,malignant melanoma of auricle (ear),,,,Malignant melanoma of auricle (ear)
Cancer,188034001,B3221,,Malig melanoma ext. ear canal,,,,Malignant melanoma of external auditory meatus
Cancer,93225001,B323.,,Malig melanoma other part face,,,,Malignant melanoma of skin of face
Cancer,269578002,B323.00,mar-cancer,malignant melanoma of other and unspecified parts of face,,,,Malignant melanoma of head and neck
Cancer,93217003,B3230,,"Malignant melanoma cheek, ext",,,,Malignant melanoma of skin of cheek
Cancer,188038003,B3231,,Malignant melanoma of chin,,,,Malignant melanoma of chin
Cancer,93223008,B3232,,Malignant melanoma of eyebrow,,,,Malignant melanoma of skin of eyebrow
Cancer,188040008,B323300,mar-cancer,malignant melanoma of forehead,,,,Malignant melanoma of forehead
Cancer,93643005,B323400,mar-cancer,malignant melanoma of external surface of nose,,,,Malignant melanoma of skin of nose
Cancer,188042000,B3235,,Malignant melanoma of temple,,,,Malignant melanoma of temple
Cancer,188044004,B324.,,Malignant melanoma scalp/neck,,,,Malignant melanoma of scalp and neck
Cancer,188045003,B3240,,Malignant melanoma of scalp,,,,Malignant melanoma of scalp
Cancer,188046002,B3241,,Malignant melanoma of neck,,,,Malignant melanoma of neck
Cancer,93651008,B325.00,mar-cancer,malignant melanoma of trunk (excluding scrotum),,,,Malignant melanoma of skin of trunk
Cancer,188049009,B3250,,Malignant melanoma of axilla,,,,Malignant melanoma of axilla
Cancer,188050009,B3251,,Malignant melanoma of breast,,,,Malignant melanoma of breast
Cancer,188051008,B3252,,Malignant melanoma of buttock,,,,Malignant melanoma of buttock
Cancer,188052001,B3253,,Malignant melanoma of groin,,,,Malignant melanoma of groin
Cancer,93209006,B3254,,Malig melan of perianal skin,,,,Malignant melanoma of perianal skin
Cancer,188054000,B3255,,Malignant melanoma of perineum,,,,Malignant melanoma of perineum
Cancer,188055004,B325600,mar-cancer,malignant melanoma of umbilicus,,,,Malignant melanoma of umbilicus
Cancer,310498001,B325700,mar-cancer,malignant melanoma of back,,,,Malignant melanoma of back
Cancer,313248004,B325800,mar-cancer,malignant melanoma of chest wall,,,,Malignant melanoma of chest wall
Cancer,269579005,B325z,,Malignant melanoma trunk NOS,,,,Malignant melanoma of trunk
Cancer,269580008,B326.00,mar-cancer,malignant melanoma of upper limb and shoulder,,,,Malignant melanoma of upper limb
Cancer,188060000,B326000,mar-cancer,malignant melanoma of shoulder,,,,Malignant melanoma of shoulder
Cancer,188061001,B326100,mar-cancer,malignant melanoma of upper arm,,,,Malignant melanoma of upper arm
Cancer,188062008,B3262,,Malignant melanoma of fore-arm,,,,Malignant melanoma of fore-arm
Cancer,188063003,B3263,,Malignant melanoma of hand,,,,Malignant melanoma of hand
Cancer,188064009,B326400,mar-cancer,malignant melanoma of finger,,,,Malignant melanoma of finger
Cancer,188065005,B3265,,Malignant melanoma of thumb,,,,Malignant melanoma of thumb
Cancer,188067002,B327.,,Malignant melanoma of leg/hip,,,,Malignant melanoma of lower limb and hip
Cancer,188068007,B327000,mar-cancer,malignant melanoma of hip,,,,Malignant melanoma of hip
Cancer,188069004,B3271,,Malignant melanoma of thigh,,,,Malignant melanoma of thigh
Cancer,188070003,B327200,mar-cancer,malignant melanoma of knee,,,,Malignant melanoma of knee
Cancer,188071004,B3273,,Malig melanoma-popliteal area,,,,Malignant melanoma of popliteal fossa area
Cancer,188072006,B327400,mar-cancer,malignant melanoma of lower leg,,,,Malignant melanoma of lower leg
Cancer,188073001,B327500,mar-cancer,malignant melanoma of ankle,,,,Malignant melanoma of ankle
Cancer,188074007,B3276,,Malignant melanoma of heel,,,,Malignant melanoma of heel
Cancer,188075008,B327700,mar-cancer,malignant melanoma of foot,,,,Malignant melanoma of foot
Cancer,188076009,B327800,mar-cancer,malignant melanoma of toe,,,,Malignant melanoma of toe
Cancer,188077000,B327900,mar-cancer,malignant melanoma of great toe,,,,Malignant melanoma of great toe
Cancer,109267002,B32y000,mar-cancer,overlapping malignant melanoma of skin,,,,Overlapping malignant melanoma of skin
Cancer,94032008,B330.,,Malig neop skin of lip,,,,Malignant neoplasm of skin of lip
Cancer,310599006,B331000,mar-cancer,malignant neoplasm of canthus,,,,Malignant neoplasm of canthus
Cancer,313249007,B331100,mar-cancer,malignant neoplasm of upper eyelid,,,,Malignant neoplasm of upper eyelid
Cancer,313250007,B331200,mar-cancer,malignant neoplasm of lower eyelid,,,,Malignant neoplasm of lower eyelid
Cancer,277156006,B332200,mar-cancer,malignant neoplasm of pinna nec,,,,Malignant tumour of external ear
Cancer,276799004,B339.00,mar-cancer,dermatofibrosarcoma protuberans,,,,DFSP - Dermatofibrosarcoma protruberans
Cancer,109386008,B33z000,mar-cancer,kaposi's sarcoma of skin,,,,Kaposi's sarcoma of skin
Cancer,372064008,B34..,,Ca female breast,,,,Malignant neoplasm of female breast (disorder)
Cancer,188147009,B340.,,Malig neop nipple/areola (f),,,,Malignant neoplasm of nipple and areola of female breast
Cancer,93924008,B340000,mar-cancer,malignant neoplasm of nipple of female breast,,,,Malignant neoplasm of nipple of female breast
Cancer,93680004,B340100,mar-cancer,malignant neoplasm of areola of female breast,,,,Malignant neoplasm of areola of female breast
Cancer,188151006,B341.00,mar-cancer,malignant neoplasm of central part of female breast,,,,Malignant neoplasm of central part of female breast
Cancer,188152004,B342.00,mar-cancer,malignant neoplasm of upper-inner quadrant of female breast,,,,Malignant neoplasm of upper-inner quadrant of female breast
Cancer,188153009,B343.,,Malig neop low-inner quad (f),,,,Malignant neoplasm of lower-inner quadrant of female breast
Cancer,188154003,B344.00,mar-cancer,malignant neoplasm of upper-outer quadrant of female breast,,,,Malignant neoplasm of upper-outer quadrant of female breast
Cancer,188155002,B345.,,Malig neop low-outer quad (f),,,,Malignant neoplasm of lower-outer quadrant of female breast
Cancer,188156001,B346.00,mar-cancer,malignant neoplasm of axillary tail of female breast,,,,Malignant neoplasm of axillary tail of female breast
Cancer,188157005,B347.00,mar-cancer,"malignant neoplasm, overlapping lesion of breast",,,,"Malignant neoplasm, overlapping lesion of breast"
Cancer,188159008,B34y000,mar-cancer,malignant neoplasm of ectopic site of female breast,,,,Malignant neoplasm of ectopic site of female breast
Cancer,372095001,B35..,,Malig neop male breast (m),,,,Malignant neoplasm of male breast (disorder)
Cancer,93884005,B35..00,mar-cancer,malignant neoplasm of male breast,,,,Malignant neoplasm of male breast
Cancer,188163001,B350.00,mar-cancer,malignant neoplasm of nipple and areola of male breast,,,,Malignant neoplasm of nipple and areola of male breast
Cancer,93925009,B3500,,Malig neop nipple male breast,,,,Malignant neoplasm of nipple of male breast
Cancer,93681000,B350100,mar-cancer,malignant neoplasm of areola of male breast,,,,Malignant neoplasm of areola of male breast
Cancer,188168005,B35z000,mar-cancer,malignant neoplasm of ectopic site of male breast,,,,Malignant neoplasm of ectopic site of male breast
Cancer,271468000,B4...,,Carcinoma genitourinary organ,,,,Malignant neoplasm of genitourinary organ
Cancer,255066001,B4...11,mar-cancer,carcinoma of genitourinary organ,,,,Carcinoma of genitourinary organ
Cancer,371973000,B40..,,"Malig neop uterus, part unspec",,,,Malignant neoplasm of uterus (disorder)
Cancer,363354003,B41..,,Cervical carcinoma (uterus),,,,Malignant tumour of cervix
Cancer,372097009,B410.00,mar-cancer,malignant neoplasm of endocervix,,,,Malignant neoplasm of endocervix (disorder)
Cancer,93779009,B410.00,mar-cancer,malignant neoplasm of endocervix,,,,Malignant neoplasm of endocervix
Cancer,188176007,B4100,,Malig neop endocervical canal,,,,Malignant neoplasm of endocervical canal
Cancer,188177003,B410100,mar-cancer,malignant neoplasm of endocervical gland,,,,Malignant neoplasm of endocervical gland
Cancer,372099007,B411.,,Malig neop exocervix,,,,Malignant neoplasm of exocervix (disorder)
Cancer,93789008,B411.00,mar-cancer,malignant neoplasm of exocervix,,,,Malignant neoplasm of exocervix
Cancer,188180002,B412.,,"Mal neop, overlap lesn cerv ut",,,,"Malignant neoplasm, overlapping lesion of cervix uteri"
Cancer,188183000,B41y000,mar-cancer,malignant neoplasm of cervical stump,,,,Malignant neoplasm of cervical stump
Cancer,188184006,B41y1,,Malig neop squamocolum cervix,,,,Malignant neoplasm of squamocolumnar junction of cervix
Cancer,721567004,B42..,,Malignant neoplasm of placenta,,,,Primary malignant neoplasm of placenta (disorder)
Cancer,371972005,B43..,,Cancer of uterus,,,,Malignant neoplasm of body of uterus (disorder)
Cancer,188189001,B430.,,"Malig neop corp uteri,ex isthm",,,,"Malignant neoplasm of corpus uteri, excluding isthmus"
Cancer,188190005,B4300,,Malig neop cornu corpus uteri,,,,Malignant neoplasm of cornu of corpus uteri
Cancer,188191009,B4301,,Malig neop fundus corpus uteri,,,,Malignant neoplasm of fundus of corpus uteri
Cancer,188192002,B430200,mar-cancer,malignant neoplasm of endometrium of corpus uteri,,,,Malignant neoplasm of endometrium of corpus uteri
Cancer,188193007,B4303,,Malig neop myomet corpus uteri,,,,Malignant neoplasm of myometrium of corpus uteri
Cancer,188195000,B431.,,Malig neop isthmus of uterus,,,,Malignant neoplasm of isthmus of uterine body
Cancer,188198003,B432.,,"Mal neop, ovlap les corp uteri",,,,Malignant neoplasm of overlapping lesion of corpus uteri
Cancer,126909004,B43y.00,mar-cancer,malignant neoplasm of other site of uterine body,,,,Neoplasm of body of uterus
Cancer,428322007,B44..,,Malig neop ovary/uterine adnex,,,,Malignant neoplasm of uterine adnexa (disorder)
Cancer,363443007,B440.00,mar-cancer,malignant neoplasm of ovary,,,,Malignant tumour of ovary
Cancer,363444001,B441.00,mar-cancer,malignant neoplasm of fallopian tube,,,,Malignant tumor of fallopian tube
Cancer,93728003,B442.,,Malig neop broad ligament,,,,Malignant neoplasm of broad ligament
Cancer,93942003,B443.,,Malig neop parametrium,,,,Malignant neoplasm of parametrium
Cancer,448674007,B443.00,mar-cancer,malignant neoplasm of parametrium,,,,Malignant neoplasm of parametrium (disorder)
Cancer,188204000,B444.,,Malig neop round ligament,,,,Malignant neoplasm of round ligament
Cancer,126915004,B44y.00,mar-cancer,malignant neoplasm of other site of uterine adnexa,,,,Neoplasm of uterine adnexa
Cancer,363514001,B45..,,Malig neop oth female genital,,,,Malignant tumour of female genital organ
Cancer,363445000,B450.,,Cancer of vagina,,,,Malignant tumour of vagina
Cancer,188208002,B4500,,Malig neop Gartner's duct,,,,Malignant neoplasm of Gartner's duct
Cancer,188209005,B450100,mar-cancer,malignant neoplasm of vaginal vault,,,,Malignant neoplasm of vaginal vault
Cancer,363446004,B451.00,mar-cancer,malignant neoplasm of labia majora,,,,Malignant neoplasm of labia majora
Cancer,188211001,B451000,mar-cancer,malignant neoplasm of greater vestibular (bartholin's) gland,,,,Malignant neoplasm of greater vestibular (Bartholin's) gland
Cancer,363447008,B452.,,Malig neop labia minora,,,,Malignant neoplasm of labia minora
Cancer,371979001,B453.00,mar-cancer,malignant neoplasm of clitoris,,,,Malignant neoplasm of clitoris (disorder)
Cancer,363367000,B454.00,mar-cancer,malignant neoplasm of vulva unspecified,,,,Malignant tumor of vulva
Cancer,275419009,B454.11,mar-cancer,primary vulval cancer,,,,Primary vulval cancer
Cancer,4.62461E+14,B45X.00,mar-cancer,malignant neoplasm/overlapping lesion/feml genital organs,,,,[X]Malignant neoplasm of female genital organs (disorder)
Cancer,109878000,B45X.00,mar-cancer,malignant neoplasm/overlapping lesion/feml genital organs,,,,Overlapping malignant neoplasm of female genital organs
Cancer,109885001,B45y000,mar-cancer,malignant neoplasm of overlapping lesion of vulva,,,,Overlapping malignant neoplasm of vulva
Cancer,399068003,B46..,,CA - Cancer of prostate,,,,Malignant tumor of prostate (disorder)
Cancer,126906006,B46..,,CA - Cancer of prostate,,,,Neoplasm of prostate
Cancer,363449006,B47..,,Testicular cancer,,,,Malignant tumour of testis
Cancer,188219004,B470.,,Malig neop undescended testis,,,,Malignant tumour of undescended testis
Cancer,188220005,B4700,,Malig neop ectopic testis,,,,Malignant neoplasm of ectopic testis
Cancer,313428008,B470200,mar-cancer,seminoma of undescended testis,,,,Seminoma of undescended testis
Cancer,417417007,B470300,mar-cancer,teratoma of undescended testis,,,,Malignant teratoma of undescended testis (disorder)
Cancer,109876001,B471.00,mar-cancer,malignant neoplasm of descended testis,,,,Malignant neoplasm of descended testis
Cancer,313429000,B471000,mar-cancer,seminoma of descended testis,,,,Seminoma of descended testis
Cancer,417554000,B471100,mar-cancer,teratoma of descended testis,,,,Malignant teratoma of descended testis (disorder)
